3127.3,0.26839,0.0014331,0.092758
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3127.6,0.25359,0.0018377,0.097626
3127.8,0.2562,0.0016612,0.12824
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3128.2,0.24081,0.0015614,0.14665
3128.4,0.23996,0.0013729,0.15526
